date,homeTeam,awayTeam,homeScore,awayScore
2023-05-28T00:00:00Z,Everton,Bournemouth,1,0
2023-05-28T00:00:00Z,Leeds,Tottenham,1,4
2023-05-28T00:00:00Z,Leicester,West Ham,2,1
2023-05-28T00:00:00Z,Man United,Fulham,2,1
2023-05-28T00:00:00Z,Southampton,Liverpool,4,4
2021-08-13T00:00:00Z,Brentford,Arsenal,2,0
2021-08-14T00:00:00Z,Man United,Leeds,5,1
2021-08-14T00:00:00Z,Burnley,Brighton,1,2
2021-08-14T00:00:00Z,Chelsea,Crystal Palace,3,0
2021-08-14T00:00:00Z,Everton,Southampton,3,1
2021-08-14T00:00:00Z,Leicester,Wolves,1,0
2021-08-14T00:00:00Z,Watford,Aston Villa,3,2
2021-08-14T00:00:00Z,Norwich,Liverpool,0,3
2021-08-15T00:00:00Z,Newcastle,West Ham,2,4
2021-08-15T00:00:00Z,Tottenham,Man City,1,0
2021-08-21T00:00:00Z,Liverpool,Burnley,2,0
2021-08-21T00:00:00Z,Aston Villa,Newcastle,2,0
2021-08-21T00:00:00Z,Crystal Palace,Brentford,0,0
2021-08-21T00:00:00Z,Leeds,Everton,2,2
2021-08-21T00:00:00Z,Man City,Norwich,5,0
2021-08-21T00:00:00Z,Brighton,Watford,2,0
2021-08-22T00:00:00Z,Southampton,Man United,1,1
2021-08-22T00:00:00Z,Wolves,Tottenham,0,1
2021-08-22T00:00:00Z,Arsenal,Chelsea,0,2
2021-08-23T00:00:00Z,West Ham,Leicester,4,1
2021-08-28T00:00:00Z,Man City,Arsenal,5,0
2021-08-28T00:00:00Z,Aston Villa,Brentford,1,1
2021-08-28T00:00:00Z,Brighton,Everton,0,2
2021-08-28T00:00:00Z,Newcastle,Southampton,2,2
2021-08-28T00:00:00Z,Norwich,Leicester,1,2
2021-08-28T00:00:00Z,West Ham,Crystal Palace,2,2
2021-08-28T00:00:00Z,Liverpool,Chelsea,1,1
2021-08-29T00:00:00Z,Burnley,Leeds,1,1
2021-08-29T00:00:00Z,Tottenham,Watford,1,0
2021-08-29T00:00:00Z,Wolves,Man United,0,1
2021-09-11T00:00:00Z,Crystal Palace,Tottenham,3,0
2021-09-11T00:00:00Z,Arsenal,Norwich,1,0
2021-09-11T00:00:00Z,Brentford,Brighton,0,1
2021-09-11T00:00:00Z,Leicester,Man City,0,1
2021-09-11T00:00:00Z,Man United,Newcastle,4,1
2021-09-11T00:00:00Z,Southampton,West Ham,0,0
2021-09-11T00:00:00Z,Watford,Wolves,0,2
2021-09-11T00:00:00Z,Chelsea,Aston Villa,3,0
2021-09-12T00:00:00Z,Leeds,Liverpool,0,3
2021-09-13T00:00:00Z,Everton,Burnley,3,1
2021-09-17T00:00:00Z,Newcastle,Leeds,1,1
2021-09-18T00:00:00Z,Wolves,Brentford,0,2
2021-09-18T00:00:00Z,Burnley,Arsenal,0,1
2021-09-18T00:00:00Z,Liverpool,Crystal Palace,3,0
2021-09-18T00:00:00Z,Man City,Southampton,0,0
2021-09-18T00:00:00Z,Norwich,Watford,1,3
2021-09-18T00:00:00Z,Aston Villa,Everton,3,0
2021-09-19T00:00:00Z,Brighton,Leicester,2,1
2021-09-19T00:00:00Z,West Ham,Man United,1,2
2021-09-19T00:00:00Z,Tottenham,Chelsea,0,3
2021-09-25T00:00:00Z,Chelsea,Man City,0,1
2021-09-25T00:00:00Z,Man United,Aston Villa,0,1
2021-09-25T00:00:00Z,Everton,Norwich,2,0
2021-09-25T00:00:00Z,Leeds,West Ham,1,2
2021-09-25T00:00:00Z,Leicester,Burnley,2,2
2021-09-25T00:00:00Z,Watford,Newcastle,1,1
2021-09-25T00:00:00Z,Brentford,Liverpool,3,3
2021-09-26T00:00:00Z,Southampton,Wolves,0,1
2021-09-26T00:00:00Z,Arsenal,Tottenham,3,1
2021-09-27T00:00:00Z,Crystal Palace,Brighton,1,1
2021-10-02T00:00:00Z,Man United,Everton,1,1
2021-10-02T00:00:00Z,Burnley,Norwich,0,0
2021-10-02T00:00:00Z,Chelsea,Southampton,3,1
2021-10-02T00:00:00Z,Leeds,Watford,1,0
2021-10-02T00:00:00Z,Wolves,Newcastle,2,1
2021-10-02T00:00:00Z,Brighton,Arsenal,0,0
2021-10-03T00:00:00Z,Crystal Palace,Leicester,2,2
2021-10-03T00:00:00Z,Tottenham,Aston Villa,2,1
2021-10-03T00:00:00Z,West Ham,Brentford,1,2
2021-10-03T00:00:00Z,Liverpool,Man City,2,2
2021-10-16T00:00:00Z,Watford,Liverpool,0,5
2021-10-16T00:00:00Z,Aston Villa,Wolves,2,3
2021-10-16T00:00:00Z,Leicester,Man United,4,2
2021-10-16T00:00:00Z,Man City,Burnley,2,0
2021-10-16T00:00:00Z,Norwich,Brighton,0,0
2021-10-16T00:00:00Z,Southampton,Leeds,1,0
2021-10-16T00:00:00Z,Brentford,Chelsea,0,1
2021-10-17T00:00:00Z,Everton,West Ham,0,1
2021-10-17T00:00:00Z,Newcastle,Tottenham,2,3
2021-10-18T00:00:00Z,Arsenal,Crystal Palace,2,2
2021-10-22T00:00:00Z,Arsenal,Aston Villa,3,1
2021-10-23T00:00:00Z,Chelsea,Norwich,7,0
2021-10-23T00:00:00Z,Crystal Palace,Newcastle,1,1
2021-10-23T00:00:00Z,Everton,Watford,2,5
2021-10-23T00:00:00Z,Leeds,Wolves,1,1
2021-10-23T00:00:00Z,Southampton,Burnley,2,2
2021-10-23T00:00:00Z,Brighton,Man City,1,4
2021-10-24T00:00:00Z,Brentford,Leicester,1,2
2021-10-24T00:00:00Z,West Ham,Tottenham,1,0
2021-10-24T00:00:00Z,Man United,Liverpool,0,5
2021-10-30T00:00:00Z,Leicester,Arsenal,0,2
2021-10-30T00:00:00Z,Burnley,Brentford,3,1
2021-10-30T00:00:00Z,Liverpool,Brighton,2,2
2021-10-30T00:00:00Z,Man City,Crystal Palace,0,2
2021-10-30T00:00:00Z,Newcastle,Chelsea,0,3
2021-10-30T00:00:00Z,Watford,Southampton,0,1
2021-10-30T00:00:00Z,Tottenham,Man United,0,3
2021-10-31T00:00:00Z,Norwich,Leeds,1,2
2021-10-31T00:00:00Z,Aston Villa,West Ham,1,4
2021-11-01T00:00:00Z,Wolves,Everton,2,1
2021-11-05T00:00:00Z,Southampton,Aston Villa,1,0
2021-11-06T00:00:00Z,Man United,Man City,0,2
2021-11-06T00:00:00Z,Brentford,Norwich,1,2
2021-11-06T00:00:00Z,Chelsea,Burnley,1,1
2021-11-06T00:00:00Z,Crystal Palace,Wolves,2,0
2021-11-06T00:00:00Z,Brighton,Newcastle,1,1
2021-11-07T00:00:00Z,Arsenal,Watford,1,0
2021-11-07T00:00:00Z,Everton,Tottenham,0,0
2021-11-07T00:00:00Z,Leeds,Leicester,1,1
2021-11-07T00:00:00Z,West Ham,Liverpool,3,2
2021-11-20T00:00:00Z,Leicester,Chelsea,0,3
2021-11-20T00:00:00Z,Aston Villa,Brighton,2,0
2021-11-20T00:00:00Z,Burnley,Crystal Palace,3,3
2021-11-20T00:00:00Z,Newcastle,Brentford,3,3
2021-11-20T00:00:00Z,Norwich,Southampton,2,1
2021-11-20T00:00:00Z,Watford,Man United,4,1
2021-11-20T00:00:00Z,Wolves,West Ham,1,0
2021-11-20T00:00:00Z,Liverpool,Arsenal,4,0
2021-11-21T00:00:00Z,Man City,Everton,3,0
2021-11-21T00:00:00Z,Tottenham,Leeds,2,1
2021-11-27T00:00:00Z,Arsenal,Newcastle,2,0
2021-11-27T00:00:00Z,Crystal Palace,Aston Villa,1,2
2021-11-27T00:00:00Z,Liverpool,Southampton,4,0
2021-11-27T00:00:00Z,Norwich,Wolves,0,0
2021-11-27T00:00:00Z,Brighton,Leeds,0,0
2021-11-28T00:00:00Z,Brentford,Everton,1,0
2021-11-28T00:00:00Z,Leicester,Watford,4,2
2021-11-28T00:00:00Z,Man City,West Ham,2,1
2021-11-28T00:00:00Z,Chelsea,Man United,1,1
2021-11-30T00:00:00Z,Newcastle,Norwich,1,1
2021-11-30T00:00:00Z,Leeds,Crystal Palace,1,0
2021-12-01T00:00:00Z,Southampton,Leicester,2,2
2021-12-01T00:00:00Z,Watford,Chelsea,1,2
2021-12-01T00:00:00Z,West Ham,Brighton,1,1
2021-12-01T00:00:00Z,Wolves,Burnley,0,0
2021-12-01T00:00:00Z,Aston Villa,Man City,1,2
2021-12-01T00:00:00Z,Everton,Liverpool,1,4
2021-12-02T00:00:00Z,Tottenham,Brentford,2,0
2021-12-02T00:00:00Z,Man United,Arsenal,3,2
2021-12-04T00:00:00Z,West Ham,Chelsea,3,2
2021-12-04T00:00:00Z,Newcastle,Burnley,1,0
2021-12-04T00:00:00Z,Southampton,Brighton,1,1
2021-12-04T00:00:00Z,Wolves,Liverpool,0,1
2021-12-04T00:00:00Z,Watford,Man City,1,3
2021-12-05T00:00:00Z,Leeds,Brentford,2,2
2021-12-05T00:00:00Z,Man United,Crystal Palace,1,0
2021-12-05T00:00:00Z,Tottenham,Norwich,3,0
2021-12-05T00:00:00Z,Aston Villa,Leicester,2,1
2021-12-06T00:00:00Z,Everton,Arsenal,2,1
2021-12-10T00:00:00Z,Brentford,Watford,2,1
2021-12-11T00:00:00Z,Man City,Wolves,1,0
2021-12-11T00:00:00Z,Arsenal,Southampton,3,0
2021-12-11T00:00:00Z,Chelsea,Leeds,3,2
2021-12-11T00:00:00Z,Liverpool,Aston Villa,1,0
2021-12-11T00:00:00Z,Norwich,Man United,0,1
2021-12-12T00:00:00Z,Burnley,West Ham,0,0
2021-12-12T00:00:00Z,Leicester,Newcastle,4,0
2021-12-12T00:00:00Z,Crystal Palace,Everton,3,1
2021-12-14T00:00:00Z,Norwich,Aston Villa,0,2
2021-12-14T00:00:00Z,Man City,Leeds,7,0
2021-12-15T00:00:00Z,Brighton,Wolves,0,1
2021-12-15T00:00:00Z,Crystal Palace,Southampton,2,2
2021-12-15T00:00:00Z,Arsenal,West Ham,2,0
2021-12-16T00:00:00Z,Chelsea,Everton,1,1
2021-12-16T00:00:00Z,Liverpool,Newcastle,3,1
2021-12-18T00:00:00Z,Leeds,Arsenal,1,4
2021-12-19T00:00:00Z,Newcastle,Man City,0,4
2021-12-19T00:00:00Z,Wolves,Chelsea,0,0
2021-12-19T00:00:00Z,Tottenham,Liverpool,2,2
2021-12-26T00:00:00Z,Man City,Leicester,6,3
2021-12-26T00:00:00Z,Norwich,Arsenal,0,5
2021-12-26T00:00:00Z,Tottenham,Crystal Palace,3,0
2021-12-26T00:00:00Z,West Ham,Southampton,2,3
2021-12-26T00:00:00Z,Aston Villa,Chelsea,1,3
2021-12-26T00:00:00Z,Brighton,Brentford,2,0
2021-12-27T00:00:00Z,Newcastle,Man United,1,1
2021-12-28T00:00:00Z,Crystal Palace,Norwich,3,0
2021-12-28T00:00:00Z,Southampton,Tottenham,1,1
2021-12-28T00:00:00Z,Watford,West Ham,1,4
2021-12-28T00:00:00Z,Leicester,Liverpool,1,0
2021-12-29T00:00:00Z,Chelsea,Brighton,1,1
2021-12-29T00:00:00Z,Brentford,Man City,0,1
2021-12-30T00:00:00Z,Man United,Burnley,3,1
2022-01-01T00:00:00Z,Arsenal,Man City,1,2
2022-01-01T00:00:00Z,Watford,Tottenham,0,1
2022-01-01T00:00:00Z,Crystal Palace,West Ham,2,3
2022-01-02T00:00:00Z,Brentford,Aston Villa,2,1
2022-01-02T00:00:00Z,Everton,Brighton,2,3
2022-01-02T00:00:00Z,Leeds,Burnley,3,1
2022-01-02T00:00:00Z,Chelsea,Liverpool,2,2
2022-01-03T00:00:00Z,Man United,Wolves,0,1
2022-01-11T00:00:00Z,Southampton,Brentford,4,1
2022-01-12T00:00:00Z,West Ham,Norwich,2,0
2022-01-14T00:00:00Z,Brighton,Crystal Palace,1,1
2022-01-15T00:00:00Z,Man City,Chelsea,1,0
2022-01-15T00:00:00Z,Newcastle,Watford,1,1
2022-01-15T00:00:00Z,Norwich,Everton,2,1
2022-01-15T00:00:00Z,Wolves,Southampton,3,1
2022-01-15T00:00:00Z,Aston Villa,Man United,2,2
2022-01-16T00:00:00Z,Liverpool,Brentford,3,0
2022-01-16T00:00:00Z,West Ham,Leeds,2,3
2022-01-18T00:00:00Z,Brighton,Chelsea,1,1
2022-01-19T00:00:00Z,Leicester,Tottenham,2,3
2022-01-19T00:00:00Z,Brentford,Man United,1,3
2022-01-21T00:00:00Z,Watford,Norwich,0,3
2022-01-22T00:00:00Z,Everton,Aston Villa,0,1
2022-01-22T00:00:00Z,Brentford,Wolves,1,2
2022-01-22T00:00:00Z,Leeds,Newcastle,0,1
2022-01-22T00:00:00Z,Man United,West Ham,1,0
2022-01-22T00:00:00Z,Southampton,Man City,1,1
2022-01-23T00:00:00Z,Arsenal,Burnley,0,0
2022-01-23T00:00:00Z,Crystal Palace,Liverpool,1,3
2022-01-23T00:00:00Z,Leicester,Brighton,1,1
2022-01-23T00:00:00Z,Chelsea,Tottenham,2,0
2022-02-05T00:00:00Z,Burnley,Watford,0,0
2022-02-08T00:00:00Z,Newcastle,Everton,3,1
2022-02-08T00:00:00Z,West Ham,Watford,1,0
2022-02-08T00:00:00Z,Burnley,Man United,1,1
2022-02-09T00:00:00Z,Man City,Brentford,2,0
2022-02-09T00:00:00Z,Norwich,Crystal Palace,1,1
2022-02-09T00:00:00Z,Tottenham,Southampton,2,3
2022-02-09T00:00:00Z,Aston Villa,Leeds,3,3
2022-02-10T00:00:00Z,Liverpool,Leicester,2,0
2022-02-10T00:00:00Z,Wolves,Arsenal,0,1
2022-02-12T00:00:00Z,Man United,Southampton,1,1
2022-02-12T00:00:00Z,Brentford,Crystal Palace,0,0
2022-02-12T00:00:00Z,Everton,Leeds,3,0
2022-02-12T00:00:00Z,Watford,Brighton,0,2
2022-02-12T00:00:00Z,Norwich,Man City,0,4
2022-02-13T00:00:00Z,Burnley,Liverpool,0,1
2022-02-13T00:00:00Z,Newcastle,Aston Villa,1,0
2022-02-13T00:00:00Z,Tottenham,Wolves,0,2
2022-02-13T00:00:00Z,Leicester,West Ham,2,2
2022-02-15T00:00:00Z,Man United,Brighton,2,0
2022-02-19T00:00:00Z,West Ham,Newcastle,1,1
2022-02-19T00:00:00Z,Arsenal,Brentford,2,1
2022-02-19T00:00:00Z,Aston Villa,Watford,0,1
2022-02-19T00:00:00Z,Brighton,Burnley,0,3
2022-02-19T00:00:00Z,Crystal Palace,Chelsea,0,1
2022-02-19T00:00:00Z,Liverpool,Norwich,3,1
2022-02-19T00:00:00Z,Southampton,Everton,2,0
2022-02-19T00:00:00Z,Man City,Tottenham,2,3
2022-02-20T00:00:00Z,Leeds,Man United,2,4
2022-02-20T00:00:00Z,Wolves,Leicester,2,1
2022-02-23T00:00:00Z,Burnley,Tottenham,1,0
2022-02-23T00:00:00Z,Watford,Crystal Palace,1,4
2022-02-23T00:00:00Z,Liverpool,Leeds,6,0
2022-02-24T00:00:00Z,Arsenal,Wolves,2,1
2022-02-25T00:00:00Z,Southampton,Norwich,2,0
2022-02-26T00:00:00Z,Leeds,Tottenham,0,4
2022-02-26T00:00:00Z,Brentford,Newcastle,0,2
2022-02-26T00:00:00Z,Crystal Palace,Burnley,1,1
2022-02-26T00:00:00Z,Man United,Watford,0,0
2022-02-26T00:00:00Z,Brighton,Aston Villa,0,2
2022-02-26T00:00:00Z,Everton,Man City,0,1
2022-02-27T00:00:00Z,West Ham,Wolves,1,0
2022-03-01T00:00:00Z,Burnley,Leicester,0,2
2022-03-05T00:00:00Z,Leicester,Leeds,1,0
2022-03-05T00:00:00Z,Aston Villa,Southampton,4,0
2022-03-05T00:00:00Z,Burnley,Chelsea,0,4
2022-03-05T00:00:00Z,Newcastle,Brighton,2,1
2022-03-05T00:00:00Z,Norwich,Brentford,1,3
2022-03-05T00:00:00Z,Wolves,Crystal Palace,0,2
2022-03-05T00:00:00Z,Liverpool,West Ham,1,0
2022-03-06T00:00:00Z,Watford,Arsenal,2,3
2022-03-06T00:00:00Z,Man City,Man United,4,1
2022-03-07T00:00:00Z,Tottenham,Everton,5,0
2022-03-10T00:00:00Z,Norwich,Chelsea,1,3
2022-03-10T00:00:00Z,Southampton,Newcastle,1,2
2022-03-10T00:00:00Z,Wolves,Watford,4,0
2022-03-10T00:00:00Z,Leeds,Aston Villa,0,3
2022-03-12T00:00:00Z,Brighton,Liverpool,0,2
2022-03-12T00:00:00Z,Brentford,Burnley,2,0
2022-03-12T00:00:00Z,Man United,Tottenham,3,2
2022-03-13T00:00:00Z,Chelsea,Newcastle,1,0
2022-03-13T00:00:00Z,Everton,Wolves,0,1
2022-03-13T00:00:00Z,Leeds,Norwich,2,1
2022-03-13T00:00:00Z,Southampton,Watford,1,2
2022-03-13T00:00:00Z,West Ham,Aston Villa,2,1
2022-03-13T00:00:00Z,Arsenal,Leicester,2,0
2022-03-14T00:00:00Z,Crystal Palace,Man City,0,0
2022-03-16T00:00:00Z,Brighton,Tottenham,0,2
2022-03-16T00:00:00Z,Arsenal,Liverpool,0,2
2022-03-17T00:00:00Z,Everton,Newcastle,1,0
2022-03-18T00:00:00Z,Wolves,Leeds,2,3
2022-03-19T00:00:00Z,Aston Villa,Arsenal,0,1
2022-03-20T00:00:00Z,Leicester,Brentford,2,1
2022-03-20T00:00:00Z,Tottenham,West Ham,3,1
2022-04-02T00:00:00Z,Liverpool,Watford,2,0
2022-04-02T00:00:00Z,Brighton,Norwich,0,0
2022-04-02T00:00:00Z,Burnley,Man City,0,2
2022-04-02T00:00:00Z,Chelsea,Brentford,1,4
2022-04-02T00:00:00Z,Leeds,Southampton,1,1
2022-04-02T00:00:00Z,Wolves,Aston Villa,2,1
2022-04-02T00:00:00Z,Man United,Leicester,1,1
2022-04-03T00:00:00Z,West Ham,Everton,2,1
2022-04-03T00:00:00Z,Tottenham,Newcastle,5,1
2022-04-04T00:00:00Z,Crystal Palace,Arsenal,3,0
2022-04-06T00:00:00Z,Burnley,Everton,3,2
2022-04-08T00:00:00Z,Newcastle,Wolves,1,0
2022-04-09T00:00:00Z,Everton,Man United,1,0
2022-04-09T00:00:00Z,Arsenal,Brighton,1,2
2022-04-09T00:00:00Z,Southampton,Chelsea,0,6
2022-04-09T00:00:00Z,Watford,Leeds,0,3
2022-04-09T00:00:00Z,Aston Villa,Tottenham,0,4
2022-04-10T00:00:00Z,Brentford,West Ham,2,0
2022-04-10T00:00:00Z,Leicester,Crystal Palace,2,1
2022-04-10T00:00:00Z,Norwich,Burnley,2,0
2022-04-10T00:00:00Z,Man City,Liverpool,2,2
2022-04-16T00:00:00Z,Tottenham,Brighton,0,1
2022-04-16T00:00:00Z,Man United,Norwich,3,2
2022-04-16T00:00:00Z,Southampton,Arsenal,1,0
2022-04-16T00:00:00Z,Watford,Brentford,1,2
2022-04-17T00:00:00Z,Newcastle,Leicester,2,1
2022-04-17T00:00:00Z,West Ham,Burnley,1,1
2022-04-19T00:00:00Z,Liverpool,Man United,4,0
2022-04-20T00:00:00Z,Chelsea,Arsenal,2,4
2022-04-20T00:00:00Z,Everton,Leicester,1,1
2022-04-20T00:00:00Z,Newcastle,Crystal Palace,1,0
2022-04-20T00:00:00Z,Man City,Brighton,3,0
2022-04-21T00:00:00Z,Burnley,Southampton,2,0
2022-04-23T00:00:00Z,Arsenal,Man United,3,1
2022-04-23T00:00:00Z,Leicester,Aston Villa,0,0
2022-04-23T00:00:00Z,Man City,Watford,5,1
2022-04-23T00:00:00Z,Norwich,Newcastle,0,3
2022-04-23T00:00:00Z,Brentford,Tottenham,0,0
2022-04-24T00:00:00Z,Brighton,Southampton,2,2
2022-04-24T00:00:00Z,Burnley,Wolves,1,0
2022-04-24T00:00:00Z,Chelsea,West Ham,1,0
2022-04-24T00:00:00Z,Liverpool,Everton,2,0
2022-04-25T00:00:00Z,Crystal Palace,Leeds,0,0
2022-04-28T00:00:00Z,Man United,Chelsea,1,1
2022-04-30T00:00:00Z,Newcastle,Liverpool,0,1
2022-04-30T00:00:00Z,Aston Villa,Norwich,2,0
2022-04-30T00:00:00Z,Southampton,Crystal Palace,1,2
2022-04-30T00:00:00Z,Watford,Burnley,1,2
2022-04-30T00:00:00Z,Wolves,Brighton,0,3
2022-04-30T00:00:00Z,Leeds,Man City,0,4
2022-05-01T00:00:00Z,Everton,Chelsea,1,0
2022-05-01T00:00:00Z,Tottenham,Leicester,3,1
2022-05-01T00:00:00Z,West Ham,Arsenal,1,2
2022-05-02T00:00:00Z,Man United,Brentford,3,0
2022-05-07T00:00:00Z,Brentford,Southampton,3,0
2022-05-07T00:00:00Z,Burnley,Aston Villa,1,3
2022-05-07T00:00:00Z,Chelsea,Wolves,2,2
2022-05-07T00:00:00Z,Crystal Palace,Watford,1,0
2022-05-07T00:00:00Z,Brighton,Man United,4,0
2022-05-07T00:00:00Z,Liverpool,Tottenham,1,1
2022-05-08T00:00:00Z,Arsenal,Leeds,2,1
2022-05-08T00:00:00Z,Leicester,Everton,1,2
2022-05-08T00:00:00Z,Norwich,West Ham,0,4
2022-05-08T00:00:00Z,Man City,Newcastle,5,0
2022-05-10T00:00:00Z,Aston Villa,Liverpool,1,2
2022-05-11T00:00:00Z,Leeds,Chelsea,0,3
2022-05-11T00:00:00Z,Leicester,Norwich,3,0
2022-05-11T00:00:00Z,Watford,Everton,0,0
2022-05-11T00:00:00Z,Wolves,Man City,1,5
2022-05-12T00:00:00Z,Tottenham,Arsenal,3,0
2022-05-15T00:00:00Z,Tottenham,Burnley,1,0
2022-05-15T00:00:00Z,Aston Villa,Crystal Palace,1,1
2022-05-15T00:00:00Z,Leeds,Brighton,1,1
2022-05-15T00:00:00Z,Watford,Leicester,1,5
2022-05-15T00:00:00Z,West Ham,Man City,2,2
2022-05-15T00:00:00Z,Wolves,Norwich,1,1
2022-05-15T00:00:00Z,Everton,Brentford,2,3
2022-05-16T00:00:00Z,Newcastle,Arsenal,2,0
2022-05-17T00:00:00Z,Southampton,Liverpool,1,2
2022-05-19T00:00:00Z,Everton,Crystal Palace,3,2
2022-05-19T00:00:00Z,Aston Villa,Burnley,1,1
2022-05-19T00:00:00Z,Chelsea,Leicester,1,1
2022-05-22T00:00:00Z,Arsenal,Everton,5,1
2022-05-22T00:00:00Z,Brentford,Leeds,1,2
2022-05-22T00:00:00Z,Brighton,West Ham,3,1
2022-05-22T00:00:00Z,Burnley,Newcastle,1,2
2022-05-22T00:00:00Z,Chelsea,Watford,2,1
2022-05-22T00:00:00Z,Crystal Palace,Man United,1,0
2022-05-22T00:00:00Z,Leicester,Southampton,4,1
2022-05-22T00:00:00Z,Liverpool,Wolves,3,1
2022-05-22T00:00:00Z,Man City,Aston Villa,3,2
2022-05-22T00:00:00Z,Norwich,Tottenham,0,5
2020-09-12T00:00:00Z,Fulham,Arsenal,0,3
2020-09-12T00:00:00Z,Crystal Palace,Southampton,1,0
