date,homeTeam,awayTeam,homeScore,awayScore
2020-09-12T00:00:00Z,Liverpool,Leeds,4,3
2020-09-12T00:00:00Z,West Ham,Newcastle,0,2
2020-09-13T00:00:00Z,West Brom,Leicester,0,3
2020-09-13T00:00:00Z,Tottenham,Everton,0,1
2020-09-14T00:00:00Z,Brighton,Chelsea,1,3
2020-09-14T00:00:00Z,Sheffield United,Wolves,0,2
2020-09-19T00:00:00Z,Everton,West Brom,5,2
2020-09-19T00:00:00Z,Leeds,Fulham,4,3
2020-09-19T00:00:00Z,Man United,Crystal Palace,1,3
2020-09-19T00:00:00Z,Arsenal,West Ham,2,1
2020-09-20T00:00:00Z,Southampton,Tottenham,2,5
2020-09-20T00:00:00Z,Newcastle,Brighton,0,3
2020-09-20T00:00:00Z,Chelsea,Liverpool,0,2
2020-09-20T00:00:00Z,Leicester,Burnley,4,2
2020-09-21T00:00:00Z,Aston Villa,Sheffield United,1,0
2020-09-21T00:00:00Z,Wolves,Man City,1,3
2020-09-26T00:00:00Z,Brighton,Man United,2,3
2020-09-26T00:00:00Z,Crystal Palace,Everton,1,2
2020-09-26T00:00:00Z,West Brom,Chelsea,3,3
2020-09-26T00:00:00Z,Burnley,Southampton,0,1
2020-09-27T00:00:00Z,Sheffield United,Leeds,0,1
2020-09-27T00:00:00Z,Tottenham,Newcastle,1,1
2020-09-27T00:00:00Z,Man City,Leicester,2,5
2020-09-27T00:00:00Z,West Ham,Wolves,4,0
2020-09-28T00:00:00Z,Fulham,Aston Villa,0,3
2020-09-28T00:00:00Z,Liverpool,Arsenal,3,1
2020-10-03T00:00:00Z,Chelsea,Crystal Palace,4,0
2020-10-03T00:00:00Z,Everton,Brighton,4,2
2020-10-03T00:00:00Z,Leeds,Man City,1,1
2020-10-03T00:00:00Z,Newcastle,Burnley,3,1
2020-10-04T00:00:00Z,Leicester,West Ham,0,3
2020-10-04T00:00:00Z,Southampton,West Brom,2,0
2020-10-04T00:00:00Z,Arsenal,Sheffield United,2,1
2020-10-04T00:00:00Z,Wolves,Fulham,1,0
2020-10-04T00:00:00Z,Man United,Tottenham,1,6
2020-10-04T00:00:00Z,Aston Villa,Liverpool,7,2
2020-10-17T00:00:00Z,Everton,Liverpool,2,2
2020-10-17T00:00:00Z,Chelsea,Southampton,3,3
2020-10-17T00:00:00Z,Man City,Arsenal,1,0
2020-10-17T00:00:00Z,Newcastle,Man United,1,4
2020-10-18T00:00:00Z,Sheffield United,Fulham,1,1
2020-10-18T00:00:00Z,Crystal Palace,Brighton,1,1
2020-10-18T00:00:00Z,Tottenham,West Ham,3,3
2020-10-18T00:00:00Z,Leicester,Aston Villa,0,1
2020-10-19T00:00:00Z,West Brom,Burnley,0,0
2020-10-19T00:00:00Z,Leeds,Wolves,0,1
2020-10-23T00:00:00Z,Aston Villa,Leeds,0,3
2020-10-24T00:00:00Z,West Ham,Man City,1,1
2020-10-24T00:00:00Z,Fulham,Crystal Palace,1,2
2020-10-24T00:00:00Z,Man United,Chelsea,0,0
2020-10-24T00:00:00Z,Liverpool,Sheffield United,2,1
2020-10-25T00:00:00Z,Southampton,Everton,2,0
2020-10-25T00:00:00Z,Wolves,Newcastle,1,1
2020-10-25T00:00:00Z,Arsenal,Leicester,0,1
2020-10-26T00:00:00Z,Brighton,West Brom,1,1
2020-10-26T00:00:00Z,Burnley,Tottenham,0,1
2020-10-30T00:00:00Z,Wolves,Crystal Palace,2,0
2020-10-31T00:00:00Z,Sheffield United,Man City,0,1
2020-10-31T00:00:00Z,Burnley,Chelsea,0,3
2020-10-31T00:00:00Z,Liverpool,West Ham,2,1
2020-11-01T00:00:00Z,Aston Villa,Southampton,3,4
2020-11-01T00:00:00Z,Newcastle,Everton,2,1
2020-11-01T00:00:00Z,Man United,Arsenal,0,1
2020-11-01T00:00:00Z,Tottenham,Brighton,2,1
2020-11-02T00:00:00Z,Fulham,West Brom,2,0
2020-11-02T00:00:00Z,Leeds,Leicester,1,4
2020-11-06T00:00:00Z,Brighton,Burnley,0,0
2020-11-06T00:00:00Z,Southampton,Newcastle,2,0
2020-11-07T00:00:00Z,Everton,Man United,1,3
2020-11-07T00:00:00Z,Crystal Palace,Leeds,4,1
2020-11-07T00:00:00Z,Chelsea,Sheffield United,4,1
2020-11-07T00:00:00Z,West Ham,Fulham,1,0
2020-11-08T00:00:00Z,West Brom,Tottenham,0,1
2020-11-08T00:00:00Z,Leicester,Wolves,1,0
2020-11-08T00:00:00Z,Man City,Liverpool,1,1
2020-11-08T00:00:00Z,Arsenal,Aston Villa,0,3
2020-11-21T00:00:00Z,Newcastle,Chelsea,0,2
2020-11-21T00:00:00Z,Aston Villa,Brighton,1,2
2020-11-21T00:00:00Z,Tottenham,Man City,2,0
2020-11-21T00:00:00Z,Man United,West Brom,1,0
2020-11-22T00:00:00Z,Fulham,Everton,2,3
2020-11-22T00:00:00Z,Sheffield United,West Ham,0,1
2020-11-22T00:00:00Z,Leeds,Arsenal,0,0
2020-11-22T00:00:00Z,Liverpool,Leicester,3,0
2020-11-23T00:00:00Z,Burnley,Crystal Palace,1,0
2020-11-23T00:00:00Z,Wolves,Southampton,1,1
2020-11-27T00:00:00Z,Crystal Palace,Newcastle,0,2
2020-11-28T00:00:00Z,Brighton,Liverpool,1,1
2020-11-28T00:00:00Z,Man City,Burnley,5,0
2020-11-28T00:00:00Z,Everton,Leeds,0,1
2020-11-28T00:00:00Z,West Brom,Sheffield United,1,0
2020-11-29T00:00:00Z,Southampton,Man United,2,3
2020-11-29T00:00:00Z,Chelsea,Tottenham,0,0
2020-11-29T00:00:00Z,Arsenal,Wolves,1,2
2020-11-30T00:00:00Z,Leicester,Fulham,1,2
2020-11-30T00:00:00Z,West Ham,Aston Villa,2,1
2020-12-05T00:00:00Z,Burnley,Everton,1,1
2020-12-05T00:00:00Z,Man City,Fulham,2,0
2020-12-05T00:00:00Z,West Ham,Man United,1,3
2020-12-05T00:00:00Z,Chelsea,Leeds,3,1
2020-12-06T00:00:00Z,West Brom,Crystal Palace,1,5
2020-12-06T00:00:00Z,Sheffield United,Leicester,1,2
2020-12-06T00:00:00Z,Tottenham,Arsenal,2,0
2020-12-06T00:00:00Z,Liverpool,Wolves,4,0
2020-12-07T00:00:00Z,Brighton,Southampton,1,2
2020-12-11T00:00:00Z,Leeds,West Ham,1,2
2020-12-12T00:00:00Z,Wolves,Aston Villa,0,1
2020-12-12T00:00:00Z,Newcastle,West Brom,2,1
2020-12-12T00:00:00Z,Man United,Man City,0,0
2020-12-12T00:00:00Z,Everton,Chelsea,1,0
2020-12-13T00:00:00Z,Southampton,Sheffield United,3,0
2020-12-13T00:00:00Z,Crystal Palace,Tottenham,1,1
2020-12-13T00:00:00Z,Fulham,Liverpool,1,1
2020-12-13T00:00:00Z,Arsenal,Burnley,0,1
2020-12-13T00:00:00Z,Leicester,Brighton,3,0
2020-12-15T00:00:00Z,Wolves,Chelsea,2,1
2020-12-15T00:00:00Z,Man City,West Brom,1,1
2020-12-16T00:00:00Z,Arsenal,Southampton,1,1
2020-12-16T00:00:00Z,Leeds,Newcastle,5,2
2020-12-16T00:00:00Z,Leicester,Everton,0,2
2020-12-16T00:00:00Z,Fulham,Brighton,0,0
2020-12-16T00:00:00Z,Liverpool,Tottenham,2,1
2020-12-16T00:00:00Z,West Ham,Crystal Palace,1,1
2020-12-17T00:00:00Z,Aston Villa,Burnley,0,0
2020-12-17T00:00:00Z,Sheffield United,Man United,2,3
2020-12-19T00:00:00Z,Crystal Palace,Liverpool,0,7
2020-12-19T00:00:00Z,Southampton,Man City,0,1
2020-12-19T00:00:00Z,Everton,Arsenal,2,1
2020-12-19T00:00:00Z,Newcastle,Fulham,1,1
2020-12-20T00:00:00Z,Brighton,Sheffield United,1,1
2020-12-20T00:00:00Z,Tottenham,Leicester,0,2
2020-12-20T00:00:00Z,Man United,Leeds,6,2
2020-12-20T00:00:00Z,West Brom,Aston Villa,0,3
2020-12-21T00:00:00Z,Burnley,Wolves,2,1
2020-12-21T00:00:00Z,Chelsea,West Ham,3,0
2020-12-26T00:00:00Z,Leicester,Man United,2,2
2020-12-26T00:00:00Z,Aston Villa,Crystal Palace,3,0
2020-12-26T00:00:00Z,Fulham,Southampton,0,0
2020-12-26T00:00:00Z,Arsenal,Chelsea,3,1
2020-12-26T00:00:00Z,Man City,Newcastle,2,0
2020-12-26T00:00:00Z,Sheffield United,Everton,0,1
2020-12-27T00:00:00Z,Leeds,Burnley,1,0
2020-12-27T00:00:00Z,West Ham,Brighton,2,2
2020-12-27T00:00:00Z,Liverpool,West Brom,1,1
2020-12-27T00:00:00Z,Wolves,Tottenham,1,1
2020-12-28T00:00:00Z,Crystal Palace,Leicester,1,1
2020-12-28T00:00:00Z,Chelsea,Aston Villa,1,1
2020-12-29T00:00:00Z,Brighton,Arsenal,0,1
2020-12-29T00:00:00Z,Burnley,Sheffield United,1,0
2020-12-29T00:00:00Z,Southampton,West Ham,0,0
2020-12-29T00:00:00Z,West Brom,Leeds,0,5
2020-12-29T00:00:00Z,Man United,Wolves,1,0
2020-12-30T00:00:00Z,Newcastle,Liverpool,0,0
2021-01-01T00:00:00Z,Everton,West Ham,0,1
2021-01-01T00:00:00Z,Man United,Aston Villa,2,1
2021-01-02T00:00:00Z,Tottenham,Leeds,3,0
2021-01-02T00:00:00Z,Crystal Palace,Sheffield United,2,0
2021-01-02T00:00:00Z,Brighton,Wolves,3,3
2021-01-02T00:00:00Z,West Brom,Arsenal,0,4
2021-01-03T00:00:00Z,Newcastle,Leicester,1,2
2021-01-03T00:00:00Z,Chelsea,Man City,1,3
2021-01-04T00:00:00Z,Southampton,Liverpool,1,0
2021-01-12T00:00:00Z,Sheffield United,Newcastle,1,0
2021-01-12T00:00:00Z,Burnley,Man United,0,1
2021-01-12T00:00:00Z,Wolves,Everton,1,2
2021-01-13T00:00:00Z,Man City,Brighton,1,0
2021-01-13T00:00:00Z,Tottenham,Fulham,1,1
2021-01-14T00:00:00Z,Arsenal,Crystal Palace,0,0
2021-01-16T00:00:00Z,Wolves,West Brom,2,3
2021-01-16T00:00:00Z,Leeds,Brighton,0,1
2021-01-16T00:00:00Z,West Ham,Burnley,1,0
2021-01-16T00:00:00Z,Fulham,Chelsea,0,1
2021-01-16T00:00:00Z,Leicester,Southampton,2,0
2021-01-17T00:00:00Z,Sheffield United,Tottenham,1,3
2021-01-17T00:00:00Z,Liverpool,Man United,0,0
2021-01-17T00:00:00Z,Man City,Crystal Palace,4,0
2021-01-18T00:00:00Z,Arsenal,Newcastle,3,0
2021-01-19T00:00:00Z,West Ham,West Brom,2,1
2021-01-19T00:00:00Z,Leicester,Chelsea,2,0
2021-01-20T00:00:00Z,Man City,Aston Villa,2,0
2021-01-20T00:00:00Z,Fulham,Man United,1,2
2021-01-21T00:00:00Z,Liverpool,Burnley,0,1
2021-01-23T00:00:00Z,Aston Villa,Newcastle,2,0
2021-01-26T00:00:00Z,Crystal Palace,West Ham,2,3
2021-01-26T00:00:00Z,Newcastle,Leeds,1,2
2021-01-26T00:00:00Z,Southampton,Arsenal,1,3
2021-01-26T00:00:00Z,West Brom,Man City,0,5
2021-01-27T00:00:00Z,Burnley,Aston Villa,3,2
2021-01-27T00:00:00Z,Chelsea,Wolves,0,0
2021-01-27T00:00:00Z,Brighton,Fulham,0,0
2021-01-27T00:00:00Z,Everton,Leicester,1,1
2021-01-27T00:00:00Z,Man United,Sheffield United,1,2
2021-01-28T00:00:00Z,Tottenham,Liverpool,1,3
2021-01-30T00:00:00Z,Everton,Newcastle,0,2
2021-01-30T00:00:00Z,Crystal Palace,Wolves,1,0
2021-01-30T00:00:00Z,Man City,Sheffield United,1,0
2021-01-30T00:00:00Z,West Brom,Fulham,2,2
2021-01-30T00:00:00Z,Arsenal,Man United,0,0
2021-01-30T00:00:00Z,Southampton,Aston Villa,0,1
2021-01-31T00:00:00Z,Chelsea,Burnley,2,0
2021-01-31T00:00:00Z,Leicester,Leeds,1,3
2021-01-31T00:00:00Z,West Ham,Liverpool,1,3
2021-01-31T00:00:00Z,Brighton,Tottenham,1,0
2021-02-02T00:00:00Z,Sheffield United,West Brom,2,1
2021-02-02T00:00:00Z,Wolves,Arsenal,2,1
2021-02-02T00:00:00Z,Man United,Southampton,9,0
2021-02-02T00:00:00Z,Newcastle,Crystal Palace,1,2
2021-02-03T00:00:00Z,Burnley,Man City,0,2
2021-02-03T00:00:00Z,Fulham,Leicester,0,2
2021-02-03T00:00:00Z,Leeds,Everton,1,2
2021-02-03T00:00:00Z,Aston Villa,West Ham,1,3
2021-02-03T00:00:00Z,Liverpool,Brighton,0,1
2021-02-04T00:00:00Z,Tottenham,Chelsea,0,1
2021-02-06T00:00:00Z,Aston Villa,Arsenal,1,0
2021-02-06T00:00:00Z,Burnley,Brighton,1,1
2021-02-06T00:00:00Z,Newcastle,Southampton,3,2
2021-02-06T00:00:00Z,Fulham,West Ham,0,0
2021-02-06T00:00:00Z,Man United,Everton,3,3
2021-02-07T00:00:00Z,Tottenham,West Brom,2,0
2021-02-07T00:00:00Z,Wolves,Leicester,0,0
2021-02-07T00:00:00Z,Liverpool,Man City,1,4
2021-02-07T00:00:00Z,Sheffield United,Chelsea,1,2
2021-02-08T00:00:00Z,Leeds,Crystal Palace,2,0
2021-02-13T00:00:00Z,Leicester,Liverpool,3,1
2021-02-13T00:00:00Z,Crystal Palace,Burnley,0,3
2021-02-13T00:00:00Z,Man City,Tottenham,3,0
2021-02-13T00:00:00Z,Brighton,Aston Villa,0,0
2021-02-14T00:00:00Z,Southampton,Wolves,1,2
2021-02-14T00:00:00Z,West Brom,Man United,1,1
2021-02-14T00:00:00Z,Arsenal,Leeds,4,2
2021-02-14T00:00:00Z,Everton,Fulham,0,2
2021-02-15T00:00:00Z,West Ham,Sheffield United,3,0
2021-02-15T00:00:00Z,Chelsea,Newcastle,2,0
2021-02-17T00:00:00Z,Burnley,Fulham,1,1
2021-02-17T00:00:00Z,Everton,Man City,1,3
2021-02-19T00:00:00Z,Wolves,Leeds,1,0
2021-02-20T00:00:00Z,Southampton,Chelsea,1,1
2021-02-20T00:00:00Z,Burnley,West Brom,0,0
2021-02-20T00:00:00Z,Liverpool,Everton,0,2
2021-02-20T00:00:00Z,Fulham,Sheffield United,1,0
2021-02-21T00:00:00Z,West Ham,Tottenham,2,1
2021-02-21T00:00:00Z,Aston Villa,Leicester,1,2
2021-02-21T00:00:00Z,Arsenal,Man City,0,1
2021-02-21T00:00:00Z,Man United,Newcastle,3,1
2021-02-22T00:00:00Z,Brighton,Crystal Palace,1,2
2021-02-23T00:00:00Z,Leeds,Southampton,3,0
2021-02-27T00:00:00Z,Man City,West Ham,2,1
2021-02-27T00:00:00Z,West Brom,Brighton,1,0
2021-02-27T00:00:00Z,Leeds,Aston Villa,0,1
2021-02-27T00:00:00Z,Newcastle,Wolves,1,1
2021-02-28T00:00:00Z,Crystal Palace,Fulham,0,0
2021-02-28T00:00:00Z,Leicester,Arsenal,1,3
2021-02-28T00:00:00Z,Tottenham,Burnley,4,0
2021-02-28T00:00:00Z,Chelsea,Man United,0,0
2021-02-28T00:00:00Z,Sheffield United,Liverpool,0,2
2021-03-01T00:00:00Z,Everton,Southampton,1,0
2021-03-02T00:00:00Z,Man City,Wolves,4,1
2021-03-03T00:00:00Z,Burnley,Leicester,1,1
2021-03-03T00:00:00Z,Sheffield United,Aston Villa,1,0
2021-03-03T00:00:00Z,Crystal Palace,Man United,0,0
2021-03-04T00:00:00Z,Fulham,Tottenham,0,1
2021-03-04T00:00:00Z,West Brom,Everton,0,1
2021-03-04T00:00:00Z,Liverpool,Chelsea,0,1
2021-03-06T00:00:00Z,Burnley,Arsenal,1,1
2021-03-06T00:00:00Z,Sheffield United,Southampton,0,2
2021-03-06T00:00:00Z,Aston Villa,Wolves,0,0
2021-03-06T00:00:00Z,Brighton,Leicester,1,2
2021-03-07T00:00:00Z,West Brom,Newcastle,0,0
2021-03-07T00:00:00Z,Liverpool,Fulham,0,1
2021-03-07T00:00:00Z,Man City,Man United,0,2
2021-03-07T00:00:00Z,Tottenham,Crystal Palace,4,1
2021-03-08T00:00:00Z,Chelsea,Everton,2,0
2021-03-08T00:00:00Z,West Ham,Leeds,2,0
2021-03-10T00:00:00Z,Man City,Southampton,5,2
2021-03-12T00:00:00Z,Newcastle,Aston Villa,1,1
2021-03-13T00:00:00Z,Leeds,Chelsea,0,0
2021-03-13T00:00:00Z,Crystal Palace,West Brom,1,0
2021-03-13T00:00:00Z,Everton,Burnley,1,2
2021-03-13T00:00:00Z,Fulham,Man City,0,3
2021-03-14T00:00:00Z,Southampton,Brighton,1,2
2021-03-14T00:00:00Z,Leicester,Sheffield United,5,0
2021-03-14T00:00:00Z,Arsenal,Tottenham,2,1
2021-03-14T00:00:00Z,Man United,West Ham,1,0
2021-03-15T00:00:00Z,Wolves,Liverpool,0,1
2021-03-19T00:00:00Z,Fulham,Leeds,1,2
2021-03-20T00:00:00Z,Brighton,Newcastle,3,0
2021-03-21T00:00:00Z,West Ham,Arsenal,3,3
2021-03-21T00:00:00Z,Aston Villa,Tottenham,0,2
2021-04-03T00:00:00Z,Chelsea,West Brom,2,5
2021-04-03T00:00:00Z,Leeds,Sheffield United,2,1
2021-04-03T00:00:00Z,Leicester,Man City,0,2
2021-04-03T00:00:00Z,Arsenal,Liverpool,0,3
2021-04-04T00:00:00Z,Southampton,Burnley,3,2
2021-04-04T00:00:00Z,Newcastle,Tottenham,2,2
2021-04-04T00:00:00Z,Aston Villa,Fulham,3,1
2021-04-04T00:00:00Z,Man United,Brighton,2,1
2021-04-05T00:00:00Z,Everton,Crystal Palace,1,1
2021-04-05T00:00:00Z,Wolves,West Ham,2,3
2021-04-09T00:00:00Z,Fulham,Wolves,0,1
2021-04-10T00:00:00Z,Man City,Leeds,1,2
2021-04-10T00:00:00Z,Liverpool,Aston Villa,2,1
2021-04-10T00:00:00Z,Crystal Palace,Chelsea,1,4
2021-04-11T00:00:00Z,Burnley,Newcastle,1,2
2021-04-11T00:00:00Z,West Ham,Leicester,3,2
2021-04-11T00:00:00Z,Tottenham,Man United,1,3
2021-04-11T00:00:00Z,Sheffield United,Arsenal,0,3
2021-04-12T00:00:00Z,West Brom,Southampton,3,0
2021-04-12T00:00:00Z,Brighton,Everton,0,0
2021-04-16T00:00:00Z,Everton,Tottenham,2,2
2021-04-17T00:00:00Z,Newcastle,West Ham,3,2
2021-04-17T00:00:00Z,Wolves,Sheffield United,1,0
2021-04-18T00:00:00Z,Arsenal,Fulham,1,1
2021-04-18T00:00:00Z,Man United,Burnley,3,1
2021-04-19T00:00:00Z,Leeds,Liverpool,1,1
2021-04-20T00:00:00Z,Chelsea,Brighton,0,0
2021-04-21T00:00:00Z,Tottenham,Southampton,2,1
2021-04-21T00:00:00Z,Aston Villa,Man City,1,2
2021-04-22T00:00:00Z,Leicester,West Brom,3,0
2021-04-23T00:00:00Z,Arsenal,Everton,0,1
2021-04-24T00:00:00Z,Liverpool,Newcastle,1,1
2021-04-24T00:00:00Z,West Ham,Chelsea,0,1
2021-04-24T00:00:00Z,Sheffield United,Brighton,1,0
2021-04-25T00:00:00Z,Wolves,Burnley,0,4
2021-04-25T00:00:00Z,Leeds,Man United,0,0
2021-04-25T00:00:00Z,Aston Villa,West Brom,2,2
2021-04-26T00:00:00Z,Leicester,Crystal Palace,2,1
2021-04-30T00:00:00Z,Southampton,Leicester,1,1
2021-05-01T00:00:00Z,Crystal Palace,Man City,0,2
2021-05-01T00:00:00Z,Brighton,Leeds,2,0
2021-05-01T00:00:00Z,Chelsea,Fulham,2,0
2021-05-01T00:00:00Z,Everton,Aston Villa,1,2
2021-05-02T00:00:00Z,Newcastle,Arsenal,0,2
2021-05-02T00:00:00Z,Tottenham,Sheffield United,4,0
2021-05-03T00:00:00Z,West Brom,Wolves,1,1
2021-05-03T00:00:00Z,Burnley,West Ham,1,2
2021-05-07T00:00:00Z,Leicester,Newcastle,2,4
2021-05-08T00:00:00Z,Leeds,Tottenham,3,1
2021-05-08T00:00:00Z,Sheffield United,Crystal Palace,0,2
2021-05-08T00:00:00Z,Man City,Chelsea,1,2
2021-05-08T00:00:00Z,Liverpool,Southampton,2,0
2021-05-09T00:00:00Z,Wolves,Brighton,2,1
2021-05-09T00:00:00Z,Aston Villa,Man United,1,3
2021-05-09T00:00:00Z,West Ham,Everton,0,1
2021-05-09T00:00:00Z,Arsenal,West Brom,3,1
2021-05-10T00:00:00Z,Fulham,Burnley,0,2
2021-05-11T00:00:00Z,Man United,Leicester,1,2
2021-05-11T00:00:00Z,Southampton,Crystal Palace,3,1
2021-05-12T00:00:00Z,Chelsea,Arsenal,0,1
2021-05-13T00:00:00Z,Aston Villa,Everton,0,0
2021-05-13T00:00:00Z,Man United,Liverpool,2,4
2021-05-14T00:00:00Z,Newcastle,Man City,3,4
2021-05-15T00:00:00Z,Burnley,Leeds,0,4
2021-05-15T00:00:00Z,Southampton,Fulham,3,1
2021-05-15T00:00:00Z,Brighton,West Ham,1,1
2021-05-16T00:00:00Z,Crystal Palace,Aston Villa,3,2
2021-05-16T00:00:00Z,Tottenham,Wolves,2,0
2021-05-16T00:00:00Z,West Brom,Liverpool,1,2
2021-05-16T00:00:00Z,Everton,Sheffield United,0,1
2021-05-18T00:00:00Z,Man United,Fulham,1,1
2021-05-18T00:00:00Z,Southampton,Leeds,0,2
2021-05-18T00:00:00Z,Brighton,Man City,3,2
2021-05-18T00:00:00Z,Chelsea,Leicester,2,1
2021-05-19T00:00:00Z,Everton,Wolves,1,0
2021-05-19T00:00:00Z,Newcastle,Sheffield United,1,0
2021-05-19T00:00:00Z,Tottenham,Aston Villa,1,2
2021-05-19T00:00:00Z,Crystal Palace,Arsenal,1,3
2021-05-19T00:00:00Z,Burnley,Liverpool,0,3
2021-05-19T00:00:00Z,West Brom,West Ham,1,3
2021-05-23T00:00:00Z,Arsenal,Brighton,2,0
2021-05-23T00:00:00Z,Aston Villa,Chelsea,2,1
2021-05-23T00:00:00Z,Fulham,Newcastle,0,2
2021-05-23T00:00:00Z,Leeds,West Brom,3,1
2021-05-23T00:00:00Z,Leicester,Tottenham,2,4
2021-05-23T00:00:00Z,Liverpool,Crystal Palace,2,0
2021-05-23T00:00:00Z,Man City,Everton,5,0
2021-05-23T00:00:00Z,Sheffield United,Burnley,1,0
2021-05-23T00:00:00Z,West Ham,Southampton,3,0
2021-05-23T00:00:00Z,Wolves,Man United,1,2
2019-08-09T00:00:00Z,Liverpool,Norwich,4,1
2019-08-10T00:00:00Z,West Ham,Man City,0,5
2019-08-10T00:00:00Z,Bournemouth,Sheffield United,1,1
